uniprot_disease_accession	attribute	value
DI-00055	MeSH_id	 D008268.
DI-00063	canonical	Macular degeneration, age-related, 10.
DI-00063	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00063	keyword	KW-0913:Age-related macular degeneration.
DI-00063	MIM_id	 611488
DI-00063	acronym	ARMD10.
DI-00063	MedGen_id	 C1969108.
DI-00063	MeSH_id	 D008268.
DI-00064	canonical	Macular degeneration, age-related, 11.
DI-00064	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00064	keyword	KW-0913:Age-related macular degeneration.
DI-00064	MIM_id	 611953
DI-00064	acronym	ARMD11.
DI-00064	MedGen_id	 C2677774.
DI-00064	MeSH_id	 D008268.
DI-03063	canonical	Macular degeneration, age-related, 12.
DI-03063	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-03063	keyword	KW-0913:Age-related macular degeneration.
DI-03063	MIM_id	 613784
DI-03063	acronym	ARMD12.
DI-03063	MedGen_id	 C3151079.
DI-03063	MeSH_id	 D008268.
DI-03914	canonical	Macular degeneration, age-related, 13.
DI-03914	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-03914	keyword	KW-0913:Age-related macular degeneration.
DI-03914	MIM_id	 615439
DI-03914	acronym	ARMD13.
DI-03914	MedGen_id	 C3809523.
DI-03914	MedGen_id	 CN180174.
DI-03914	MeSH_id	 D008268.
DI-03919	canonical	Macular degeneration, age-related, 14.
DI-03919	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-03919	keyword	KW-0913:Age-related macular degeneration.
DI-03919	MIM_id	 615489
DI-03919	acronym	ARMD14.
DI-03919	MedGen_id	 C3809653.
DI-03919	MedGen_id	 CN180565.
DI-03919	MeSH_id	 D008268.
DI-03998	canonical	Macular degeneration, age-related, 15.
DI-03998	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-03998	keyword	KW-0913:Age-related macular degeneration.
DI-03998	MIM_id	 615591
DI-03998	acronym	ARMD15.
DI-03998	MedGen_id	 C3810042.
DI-03998	MedGen_id	 CN183070.
DI-03998	MeSH_id	 D008268.
DI-00056	canonical	Macular degeneration, age-related, 2.
DI-00056	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00056	keyword	KW-0913:Age-related macular degeneration.
DI-00056	MIM_id	 153800
DI-00056	acronym	ARMD2.
DI-00056	MedGen_id	 C3495438.
DI-00056	MedGen_id	 CN031413.
DI-00056	MeSH_id	 D008268.
DI-00057	canonical	Macular degeneration, age-related, 3.
DI-00057	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00057	keyword	KW-0913:Age-related macular degeneration.
DI-00057	MIM_id	 608895
DI-00057	acronym	ARMD3.
DI-00057	MedGen_id	 C1837187.
DI-00057	MeSH_id	 D008268.
DI-00058	canonical	Macular degeneration, age-related, 4.
DI-00058	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00058	keyword	KW-0913:Age-related macular degeneration.
DI-00058	MIM_id	 610698
DI-00058	acronym	ARMD4.
DI-00058	MedGen_id	 C1853147.
DI-00058	MeSH_id	 D008268.
DI-02999	canonical	Macular degeneration, age-related, 5.
DI-02999	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-02999	keyword	KW-0913:Age-related macular degeneration.
DI-02999	MIM_id	 613761
DI-02999	acronym	ARMD5.
DI-02999	MedGen_id	 C3151063.
DI-02999	MeSH_id	 D008268.
DI-00059	canonical	Macular degeneration, age-related, 6.
DI-00059	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00059	keyword	KW-0913:Age-related macular degeneration.
DI-00059	MIM_id	 613757
DI-00059	acronym	ARMD6.
DI-00059	MedGen_id	 C3151060.
DI-00059	MeSH_id	 D008268.
DI-00060	canonical	Macular degeneration, age-related, 7.
DI-00060	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00060	keyword	KW-0913:Age-related macular degeneration.
DI-00060	MIM_id	 610149
DI-00060	acronym	ARMD7.
DI-00060	MedGen_id	 C1857813.
DI-00060	MedGen_id	 C1857814.
DI-00060	MedGen_id	 C1857815.
DI-00060	MeSH_id	 D008268.
DI-00061	canonical	Macular degeneration, age-related, 8.
DI-00061	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00061	keyword	KW-0913:Age-related macular degeneration.
DI-00061	MIM_id	 613778
DI-00061	acronym	ARMD8.
DI-00061	MedGen_id	 C3151070.
DI-00061	MeSH_id	 D008268.
DI-00062	canonical	Macular degeneration, age-related, 9.
DI-00062	definition	A form of age-related macular degeneration, a multifactorial eye disease and the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch membrane.
DI-00062	keyword	KW-0913:Age-related macular degeneration.
DI-00062	MIM_id	 611378
DI-00062	acronym	ARMD9.
DI-00062	MedGen_id	 C1969651.
DI-00062	MeSH_id	 D008268.
DI-04285	canonical	Macular degeneration, early-onset.
DI-04285	definition	An ocular disorder characterized by macular changes resulting in progressive loss of visual acuity.
DI-04285	MIM_id	 616118
DI-04285	acronym	EOMD.
DI-04285	MedGen_id	 CN221671.
DI-04285	MeSH_id	 D008268.
DI-03005	canonical	Macular degeneration, X-linked, atrophic.
DI-03005	definition	An ocular disorder characterized by macular atrophy causing progressive loss of visual acuity with minimal peripheral visual impairment. Some patients manifest extensive macular degeneration plus peripheral loss of retinal pigment epithelium and choriocapillaries. Full-field electroretinograms (ERGs) show normal cone and rod responses in some affected males despite advanced macular degeneration.
DI-03005	MIM_id	 300834
DI-03005	acronym	MDXLA.
DI-03005	MedGen_id	 C3151784.
DI-03005	MeSH_id	 D008268.
DI-04295	canonical	Macular dystrophy with central cone involvement.
DI-04295	definition	An ocular disease characterized by decreased visual acuity, slight pigmentary changes and color vision abnormalities, becoming apparent in the third to sixth decade of life. Fundus anomalies are variable and include bull's eye maculopathy, severe atrophy of central fovea, relatively spared fovea with surrounding atrophic ring, central retinal pigment epithelium and/or choroid changes, pale or atrophic peripapillary area, pale optic disk, relatively spared periphery, and slightly or moderately attenuated vessels.
DI-04295	MIM_id	 616170
DI-04295	acronym	CCMD.
DI-04295	MedGen_id	 CN224989.
DI-04295	MeSH_id	 D005128.
DI-01925	canonical	Macular dystrophy, corneal.
DI-01925	definition	An ocular disease characterized by bilateral, progressive corneal opacification, and reduced corneal sensitivity. Onset occurs in the first decade, usually between ages 5 and 9. Painful attacks with photophobia, foreign body sensations, and recurrent erosions occur in most patients. The disease is due to deposition of an unsulfated keratan sulfate both within the intracellular space (within the keratocytes and endothelial cells) and in the extracellular corneal stroma. Macular corneal dystrophy is divided into the clinically indistinguishable types I, IA, and II based on analysis of the normally sulfated, or antigenic, keratan sulfate levels in serum and immunohistochemical evaluation of the cornea. Patients with types I and IA macular corneal dystrophy have undetectable serum levels of antigenic keratan sulfate, whereas those with type II macular corneal dystrophy have normal or low levels, depending on the population examined.
DI-01925	synonym	Corneal dystrophy macular type.
DI-01925	synonym	Groenouw type II corneal dystrophy.
DI-01925	synonym	Macular corneal dystrophy type I.
DI-01925	synonym	Macular corneal dystrophy type II.
DI-01925	synonym	MCDC1.
DI-01925	keyword	KW-1212:Corneal dystrophy.
DI-01925	MIM_id	 217800
DI-01925	acronym	MCD.
DI-01925	MedGen_id	 C1636149.
DI-01925	MedGen_id	 C1691013.
DI-01925	MeSH_id	 D003317.
DI-00902	canonical	Macular dystrophy, patterned, 1.
DI-00902	definition	A form of retinal patterned dystrophy, a heterogeneous group of macular disorders that includes reticular (fishnet-like) dystrophy, macroreticular (spider-shaped) dystrophy and butterfly-shaped pigment dystrophy.
DI-00902	synonym	Butterfly dystrophy of retinal pigment epithelium.
DI-00902	synonym	Macular dystrophy, butterfly-shaped pigmentary.
DI-00902	synonym	Patterned dystrophy of retinal pigment epithelium.
DI-00902	MIM_id	 169150
DI-00902	acronym	MDPT1.
DI-00902	MedGen_id	 C1868569.
DI-00902	MeSH_id	 D008268.
DI-01124	canonical	Macular dystrophy, vitelliform, 2.
DI-01124	definition	An autosomal dominant form of macular degeneration that usually begins in childhood or adolescence. VMD2 is characterized by typical 'egg- yolk' macular lesions due to abnormal accumulation of lipofuscin within and beneath the retinal pigment epithelium cells. Progression of the disease leads to destruction of the retinal pigment epithelium and vision loss.
DI-01124	synonym	Best disease.
DI-01124	synonym	Best macular dystrophy.
DI-01124	synonym	Best vitelliform macular dystrophy.
DI-01124	synonym	Best vitelliform macular dystrophy, multifocal.
DI-01124	synonym	Best's macular dystrophy.
DI-01124	synonym	BMD.
DI-01124	synonym	Early-onset vitelliform macular dystrophy.
DI-01124	synonym	Juvenile-onset vitelliform macular dystrophy.
DI-01124	synonym	Macular degeneration, polymorphic vitelline.
DI-01124	synonym	VMD.
DI-01124	MIM_id	 153700
DI-01124	acronym	VMD2.
DI-01124	MedGen_id	 C0339510.
DI-01124	MedGen_id	 C2675055.
DI-01124	MedGen_id	 C2745945.
DI-01124	MeSH_id	 D057826.
DI-00051	canonical	Macular dystrophy, vitelliform, 3.
DI-00051	definition	A form of vitelliform macular dystrophy, a retinal disease characterized by yellow, lipofuscin-containing deposits, usually localized at the center of the macula. Patients usually become symptomatic in the fourth or fifth decade of life with a protracted disease of decreased visual acuity.
DI-00051	synonym	Adult-onset foveomacular dystrophy.
DI-00051	synonym	Adult-onset vitelliform macular dystrophy.
DI-00051	synonym	AOFMD.
DI-00051	synonym	AVMD.
DI-00051	synonym	Foveomacular dystrophy, adult-onset, with or without choroidal neovascularization.
DI-00051	MIM_id	 608161
DI-00051	acronym	VMD3.
DI-00051	MedGen_id	 C1842914.
DI-00051	MeSH_id	 D057826.
DI-04286	canonical	Macular dystrophy, vitelliform, 4.
DI-04286	definition	A form of macular dystrophy, a retinal disease in which various forms of deposits, pigmentary changes, and atrophic lesions are observed in the macula lutea. Vitelliform macular dystrophies are characterized by yellow, lipofuscin-containing deposits, usually localized at the center of the macula. VMD4 features include late-onset moderate visual impairment, small satellite drusen-like lesions in the foveal area, and preservation of retinal pigment epithelium reflectivity.
DI-04286	MIM_id	 616151
DI-04286	acronym	VMD4.
DI-04286	MedGen_id	 CN224845.
DI-04286	MeSH_id	 D057826.
DI-04287	canonical	Macular dystrophy, vitelliform, 5.
DI-04287	definition	A form of macular dystrophy, a retinal disease in which various forms of deposits, pigmentary changes, and atrophic lesions are observed in the macula lutea. Vitelliform macular dystrophies are characterized by yellow, lipofuscin-containing deposits, usually localized at the center of the macula. VMD5 features include late-onset moderate visual impairment and preservation of retinal pigment epithelium reflectivity.
